City,Colors Reported,Shape Reported,State,Time
Norwalk,,LIGHT,OH,7/27/1965 12:30
Old Lyme,,OVAL,CT,7/30/1965 23:00
Pell Lake,,EGG,WI,7/31/1965 22:00
Wilson,,DISK,NC,8/1/1965 0:00
Potter,,,NE,8/1/1965 1:30
St. Louis,,SPHERE,MO,8/1/1965 16:00
Virden,,SPHERE,IL,8/1/1965 18:00
Pearland,,LIGHT,TX,8/1/1965 23:00
Pittsburgh,,OVAL,PA,8/2/1965 1:42
San Clemente,,FIREBALL,CA,8/3/1965 21:00
San Antonio,,EGG,TX,8/6/1965 1:00
South Yarmouth,,LIGHT,MA,8/7/1965 13:00
Tularosa,,DISK,NM,8/8/1965 12:30
Minneapolis,,VARIOUS,MN,8/8/1965 23:10
Hollis,,SPHERE,NH,8/10/1965 18:00
Culver City,,OVAL,CA,8/11/1965 21:00
Virginia Beach,,DISK,VA,8/12/1965 1:00
Dillon,,OVAL,MT,8/12/1965 21:00
Fort Ord,,TRIANGLE,CA,8/12/1965 21:30
Tahlequah,,OVAL,OK,8/15/1965 0:00
Sullivan,,LIGHT,IL,8/15/1965 20:00
Oneonta,,OVAL,NY,8/15/1965 20:45
Beaverton,,CIGAR,OR,8/15/1965 21:00
Aurora,RED,SPHERE,OH,8/15/1965 22:00
Roseville,,DISK,MI,8/15/1965 22:00
West Lafayette,RED,DISK,IN,8/15/1965 22:00
Vernon,,LIGHT,TX,8/15/1965 23:00
Lowell,RED,FIREBALL,IN,8/15/1965 23:59
Lowell,,SPHERE,IN,8/15/1965 23:59
Charleston,,SPHERE,SC,8/20/1965 19:00
New York City,,CYLINDER,NY,8/20/1965 20:30
New York City,,CYLINDER,NY,8/20/1965 20:30
Rutland,RED,CIGAR,MA,8/20/1965 22:00
Jefferson City,,SPHERE,MO,9/1/1965 13:00
Spotswood,,CYLINDER,NJ,9/5/1965 8:25
New Kensington,,CIGAR,PA,9/10/1965 0:00
Indianapolis,,EGG,IN,9/15/1965 15:00
Titusville,,TRIANGLE,PA,9/15/1965 20:00
Terrebonne,RED,LIGHT,OR,9/15/1965 21:30
Great Bend,,VARIOUS,KS,9/15/1965 22:00
Kennewick,,OVAL,WA,9/23/1965 14:00
Waterville,BLUE,CIRCLE,ME,9/27/1965 5:00
Desert,,DISK,NM,10/1/1965 2:00
Biloxi,,OTHER,MS,10/1/1965 6:40
Colonial Heights,BLUE,SPHERE,VA,10/1/1965 14:00
Dushore,,DISK,PA,10/1/1965 21:00
Pittsburgh,,DISK,PA,10/2/1965 22:00
Studio City,,,CA,10/7/1965 0:00
Reseda,,DISK,CA,10/7/1965 10:00
Norwalk,RED ORANGE,DISK,CT,10/10/1965 23:45
Pittsburgh,,CIRCLE,PA,10/12/1965 12:00
Pittsburgh,BLUE,DISK,PA,10/12/1965 13:00
Ponca City,,,OK,10/14/1965 21:00
New Rochelle,,SPHERE,NY,10/15/1965 15:00
Tabor,,OVAL,IA,10/15/1965 21:00
Beverly,,CYLINDER,MA,10/16/1965 15:00
La Jolla,,,CA,10/17/1965 19:15
La Jolla,,DISK,CA,10/17/1965 19:15
La Jolla,,DISK,CA,10/17/1965 19:15
Joppatown,,FIREBALL,MD,10/20/1965 15:00
Danvers,,EGG,MA,10/24/1965 18:15
Billerica,,CIGAR,MA,11/1/1965 19:00
B-52; inflight,,LIGHT,NH,11/2/1965 0:30
Jacksonville,,LIGHT,FL,11/5/1965 21:00
Old Saybrook,RED,LIGHT,CT,11/9/1965 17:45
Middletown,,SPHERE,NY,11/9/1965 18:00
Syosset,BLUE,DISK,NY,11/15/1965 16:30
Colmar Manor,,,MD,11/15/1965 21:00
New York City,RED,OVAL,NY,11/15/1965 21:00
Cherokee,RED GREEN,OTHER,OK,11/23/1965 20:00
Poughkeepsie,,TRIANGLE,NY,12/1/1965 17:00
Grand Island,,FIREBALL,NY,12/9/1965 0:00
Newtown Square,BLUE,FIREBALL,PA,12/9/1965 0:00
Pittsburgh,,,PA,12/9/1965 0:00
Fairmont,,OTHER,WA,12/9/1965 16:00
Mantua,,CIGAR,NJ,12/9/1965 16:30
Enfield,,CIRCLE,CT,12/9/1965 16:48
Enfield,,CIRCLE,CT,12/9/1965 16:48
Enfield,,FIREBALL,CT,12/9/1965 16:48
Enfield,,FIREBALL,CT,12/9/1965 17:00
Middletown,,FIREBALL,CT,12/9/1965 17:00
San Marcos,,LIGHT,TX,12/10/1965 21:00
Spartanburg,,OVAL,SC,12/12/1965 23:00
Houston,,FORMATION,TX,12/22/1965 9:00
Davidsville,,LIGHT,PA,12/24/1965 1:00
Bellmar,,TRIANGLE,NJ,12/24/1965 23:59
Flagstaff,,DISK,AZ,1/1/1966 17:00
Leavenworth,,TRIANGLE,WA,1/12/1966 0:00
Fort Smith,,CIRCLE,AR,1/15/1966 22:00
Ft. Smith,,,AR,1/15/1966 22:00
Randolph,,OVAL,OH,2/1/1966 1:00
Kent,,DISK,OH,2/10/1966 18:15
Bakersfield,,DISK,CA,2/13/1966 17:00
Gibralter,,DISK,MI,3/8/1966 11:00
Ann Arbor,BLUE,,MI,3/14/1966 20:00
Ft. Worth area,,CYLINDER,TX,3/15/1966 10:30
Childs,,CIRCLE,MD,3/15/1966 14:00
Warren,,SPHERE,NJ,3/15/1966 20:00
St Joseph,,LIGHT,MI,3/15/1966 21:00
North Stonington,,DISK,CT,3/16/1966 8:00
Elizabeth,,CHEVRON,NJ,3/16/1966 22:00
Hillsdale,,DISK,MI,3/21/1966 21:00
El Paso,,OVAL,TX,3/24/1966 22:10
Auburn,,CIGAR,WA,3/26/1966 16:30
Roscoe,,CHEVRON,IL,3/29/1966 20:00
Dearborn,,CHEVRON,MI,3/31/1966 23:50
Dearborn,,OVAL,MI,3/31/1966 23:50
Richmond,,DISK,MO,4/1/1966 19:00
New Braintree,RED,CIRCLE,MA,4/1/1966 21:00
Corpus Christi,,LIGHT,TX,4/1/1966 23:15
Geneva,ORANGE,DISK,NY,4/14/1966 22:30
Interior,,DISK,SD,4/15/1966 13:30
Hingham,,OVAL,MA,4/15/1966 18:50
Francis E Warren AFB,,,WY,4/15/1966 23:00
Atwater,,OTHER,OH,4/17/1966 5:10
Reading,,OTHER,PA,4/25/1966 20:25
Bonney Lake area,,,WA,4/25/1966 23:00
Kent,,SPHERE,WA,5/1/1966 0:00
Omaha,,CIGAR,NE,5/1/1966 3:00
Michigan City,RED,RECTANGLE,IN,5/1/1966 17:00
Beltsville,,SPHERE,MD,5/5/1966 17:00
Tulsa,,RECTANGLE,OK,5/10/1966 0:00
East Liverpool,,TRIANGLE,OH,5/11/1966 19:30
Gering,,,NE,5/15/1966 0:00
Nanakuli,,DISK,HI,5/15/1966 17:00
Mentone,,EGG,AL,5/15/1966 22:00
no data,,DISK,AZ,5/15/1966 22:00
Lexington,,OTHER,KY,5/19/1966 20:00
Holly,,LIGHT,MI,5/20/1966 1:00
Fort Lee,,LIGHT,VA,5/26/1966 23:00
International Falls,,DISK,MN,6/1/1966 0:00
New Rochelle,,LIGHT,NY,6/1/1966 2:00
Gainesville,,DISK,MO,6/1/1966 8:00
Old Washoe City,,DISK,NV,6/1/1966 9:00
Bellingham,,DISK,WA,6/1/1966 12:00
Chicago,,DISK,IL,6/1/1966 12:00
Punxsutawney,,,PA,6/1/1966 12:00
Carson City,,DISK,MI,6/1/1966 13:00
Glenvil,,,NE,6/1/1966 13:00
Betteravia,,OTHER,CA,6/1/1966 14:00
Coyanosa,,DISK,TX,6/1/1966 15:00
Odessa,,OTHER,TX,6/1/1966 15:00
Miramar NAS,,DISK,CA,6/1/1966 16:32
Cambridge,,DISK,OH,6/1/1966 17:00
Grandview,,TRIANGLE,MO,6/1/1966 17:30
Pleasantville,,DISK,NY,6/1/1966 17:50
Dearborn Heights,,DISK,MI,6/1/1966 19:00
District Heights,,DISK,MD,6/1/1966 19:30
Oil City,,SPHERE,PA,6/1/1966 21:00
Conshohocken,,DISK,PA,6/1/1966 22:00
Billings,,LIGHT,MT,6/1/1966 23:00
Sonoma,,CIGAR,CA,6/6/1966 12:00
Sonoma,,CIGAR,CA,6/6/1966 12:00
Hickory,,DISK,NC,6/10/1966 21:00
Hickory,,DISK,NC,6/10/1966 21:30
Ypsilanti,,DISK,MI,6/11/1966 13:00
Playa del Rey,,LIGHT,CA,6/12/1966 1:30
Vermontville,,OVAL,MI,6/12/1966 20:00
Mexia,,OVAL,TX,6/12/1966 21:00
Baltimore,,OVAL,MD,6/15/1966 0:00
Stoughton,,SPHERE,WI,6/15/1966 4:00
Columbus,RED,CIRCLE,OH,6/15/1966 5:00
Roseburg,BLUE,OTHER,OR,6/15/1966 11:00
Salem,,OVAL,OR,6/15/1966 12:00
Reading,,SPHERE,PA,6/15/1966 15:00
Oakdale,,DISK,PA,6/15/1966 16:00
Monterey Bay,,DISK,CA,6/15/1966 17:00
Cincinnati,,DISK,OH,6/15/1966 19:00
Glendale,,CIRCLE,AZ,6/15/1966 19:00
McClellandtown,,DISK,PA,6/15/1966 19:00
Bellevue,,DISK,IA,6/15/1966 21:00
Toutle River,,,WA,6/15/1966 21:00
Whiteman AFB,,DISK,MO,6/15/1966 21:00
Duluth,,DISK,MN,6/18/1966 11:00
Newington,,TRIANGLE,CT,6/18/1966 21:30
Greenhills,,DISK,OH,6/20/1966 17:00
Huntington,,DISK,IN,6/20/1966 21:00
Little Axe,,LIGHT,OK,6/21/1966 21:45
Rapid City,,,SD,6/25/1966 21:30
Rapid City,,DISK,SD,6/25/1966 21:30
Manor,,OVAL,PA,6/30/1966 0:00
New Mexico,,DISK,NM,6/30/1966 0:01
Mendota,,DISK,CA,6/30/1966 1:00
New York City,,CIRCLE,NY,6/30/1966 5:00
Washington,,CIRCLE,IN,6/30/1966 10:00
Lake Cushman,,OTHER,WA,6/30/1966 14:00
Montague,,OTHER,CA,6/30/1966 14:00
Jonesboro,,DISK,AR,6/30/1966 15:00
Corning,,DISK,CA,6/30/1966 16:00
Wayne,,CIGAR,PA,6/30/1966 17:00
Blocksburg,,DISK,CA,6/30/1966 21:00
Peoria,,CIGAR,IL,6/30/1966 21:00
Spartanburg,ORANGE,LIGHT,SC,6/30/1966 21:00
Santa Fe,,DISK,NM,6/30/1966 22:30
Auburn,,OTHER,CA,6/30/1966 23:00
Winston-Salem,,OTHER,NC,6/30/1966 23:00
Dover,,DISK,DE,7/1/1966 0:30
New Salem,,OVAL,PA,7/1/1966 19:00
Jarrettsville,,LIGHT,MD,7/1/1966 20:00
New Salem,,SPHERE,PA,7/1/1966 20:00
Milton,,LIGHT,WV,7/1/1966 20:30
Malden,,SPHERE,MA,7/1/1966 21:00
Grand Prairie,,OTHER,TX,7/1/1966 21:30
Cape Rosier,GREEN,LIGHT,ME,7/4/1966 0:00
San Jose,,DISK,CA,7/4/1966 17:15
Interlachen,,FIREBALL,FL,7/6/1966 21:00
Hopkinsville,,OTHER,KY,7/9/1966 12:00
Dracut,,CIRCLE,MA,7/15/1966 0:00
Springfield,,OTHER,MA,7/15/1966 12:00
Galveston,,OVAL,TX,7/15/1966 19:00
La Puente,,TRIANGLE,CA,7/15/1966 21:00
Centerville,,LIGHT,IA,7/15/1966 22:00
Cold Springs,,,NY,7/15/1966 22:00
Malibu,,TRIANGLE,CA,7/15/1966 22:00
Waukegan,,CIRCLE,IL,7/17/1966 11:00
Gahanna,,LIGHT,OH,7/31/1966 21:30
Douglas,,CIGAR,MI,7/31/1966 23:00
Columbus,ORANGE,CIRCLE,OH,8/1/1966 5:30
Garden City,,CIGAR,MI,8/1/1966 22:30
Santa Rosa,,DISK,CA,8/6/1966 1:30
Newcastle,,,DE,8/9/1966 0:00
Ovando,,OVAL,MT,8/10/1966 3:30
Caseyville,,LIGHT,IL,8/12/1966 19:00
Renton,,OVAL,WA,8/14/1966 14:30
Rochester,,OTHER,NY,8/15/1966 12:00
Amherst,,DISK,NY,8/15/1966 22:00
Galesburg,,DISK,IL,8/15/1966 22:00
Seattle,,DISK,WA,8/15/1966 22:30
Bass Harbor,BLUE,DISK,ME,8/17/1966 1:45
Beverly,,CIGAR,OH,8/17/1966 23:00
Big Sur,,DIAMOND,CA,8/18/1966 19:00
Indianapolis,,LIGHT,IN,8/20/1966 1:00
Seatac,,,WA,8/22/1966 23:00
Grovertown,,CIGAR,IN,8/28/1966 0:00
Rochester,,DISK,NY,8/30/1966 17:30
New York City,,SPHERE,NY,9/1/1966 22:00
Bakersfield,RED GREEN BLUE,CIRCLE,CA,9/5/1966 0:00
Columbus,RED YELLOW GREEN,CIRCLE,NE,9/5/1966 21:00
Pasco,,DISK,WA,9/6/1966 21:00
Hundred,,OVAL,WV,9/8/1966 20:30
Terre Haute,,SPHERE,IN,9/15/1966 3:00
Clifton,,FLASH,TX,9/15/1966 9:00
Delta Junction,ORANGE,CIGAR,AK,9/15/1966 18:00
Canoga Park,,CIGAR,CA,9/15/1966 20:00
Toledo,,TRIANGLE,OH,9/15/1966 21:00
Huntington,RED,TRIANGLE,WV,9/15/1966 23:00
Chicago,,CIGAR,IL,9/16/1966 20:00
Granby,,,CT,9/20/1966 19:00
Los Banos,,EGG,CA,9/25/1966 17:00
Norfolk,,OVAL,VA,9/27/1966 0:00
Red Oak,GREEN,OVAL,IA,9/27/1966 1:00
Coventry,,CIRCLE,RI,9/28/1966 20:00
Huntington,,CIRCLE,WV,9/30/1966 21:00
Buffalo,,LIGHT,NY,10/1/1966 20:00
Anacortes,,LIGHT,WA,10/1/1966 22:00
Anamosa,,,IA,10/1/1966 22:30
Corvallis,,DISK,OR,10/1/1966 23:00
Troy,,,OH,10/5/1966 21:00
Pell City,,DISK,AL,10/10/1966 20:00
Live Oak,,DISK,FL,10/10/1966 21:00
Mission,,DISK,TX,10/13/1966 7:00
Boca Raton,,CIRCLE,FL,10/15/1966 2:00
Martinsville,,DISK,IN,10/15/1966 18:30
Running  Springs,,DISK,CA,10/15/1966 19:00
Ukiah,,OVAL,OR,10/15/1966 20:00
Utica,RED GREEN,TRIANGLE,NY,10/15/1966 20:00
Fremont,,,CA,10/15/1966 22:00
Albuquerque,,DIAMOND,NM,10/20/1966 2:00
Santa Fe,,DISK,NM,10/21/1966 22:15
Gulfport,RED,EGG,MS,10/30/1966 17:50
Miami,,,FL,11/1/1966 12:00
North Dade County,,,FL,11/1/1966 12:00
Opa Locka,,CHEVRON,FL,11/1/1966 12:00
Opa Locka,,CYLINDER,FL,11/1/1966 12:00
Opa Locka,,DISK,FL,11/1/1966 12:00
Kodiak Naval Station,,FORMATION,AK,11/10/1966 21:00
Seattle,RED,DISK,WA,11/11/1966 2:00
Hempstead,,,NY,11/11/1966 20:00
Jacksonville,,CHEVRON,FL,11/12/1966 0:00
Corpus Christi,,OVAL,TX,11/14/1966 22:15
Huntington Beach,BLUE,CIRCLE,CA,11/15/1966 19:40
Winston-Salem,,TRIANGLE,NC,11/15/1966 22:30
Wanaque,,OVAL,NJ,11/25/1966 22:05
Webster City,RED,SPHERE,IA,12/15/1966 17:30
Valley Forge,,SPHERE,PA,12/15/1966 19:00
Phoenixville,,OVAL,PA,12/15/1966 23:00
Salem,ORANGE,DISK,OR,12/19/1966 2:39
Rockford,,,IL,12/25/1966 4:00
Hammond,,TRIANGLE,IN,12/28/1966 19:00
Opa Locka,,CHEVRON,FL,1/1/1967 13:00
Forbes AFB,,DISK,KS,1/15/1967 1:30
Fort Bliss,,DISK,TX,2/1/1967 0:15
Martin,,DISK,TN,2/1/1967 16:00
Lakeview,,OTHER,OR,2/2/1967 21:00
Stony Point,,,NY,2/13/1967 22:19
Andover,,LIGHT,MA,2/15/1967 20:00
Meriden,,,CT,2/20/1967 19:30
Whittier,,OVAL,CA,3/1/1967 19:30
Hickman,,FORMATION,KY,3/2/1967 19:50
Oak Grove,,,LA,3/3/1967 22:00
Mt. Washington,,CIRCLE,NH,3/10/1967 23:00
San Angelo,,CIRCLE,TX,3/15/1967 8:00
Norwalk,,CIGAR,OH,3/15/1967 18:00
Galesburg,,OVAL,IL,3/16/1967 23:00
Valdosta,,DISK,GA,4/1/1967 0:00
Opa Locka,,,FL,4/1/1967 13:00
Opa Locka,,OVAL,FL,4/1/1967 13:00
Las Vegas,BLUE,LIGHT,NV,4/1/1967 17:45
Homestead,,,FL,4/1/1967 21:00
Tampa,,LIGHT,FL,4/1/1967 21:00
Miami,,OTHER,FL,4/1/1967 23:00
Albany,,,GA,4/4/1967 22:00
middle of desert,,LIGHT,TX,4/5/1967 22:00
Miami,,DISK,FL,4/7/1967 10:00
Nashville,,DISK,TN,4/11/1967 15:00
Westbury,,FORMATION,NY,4/14/1967 22:30
El Paso,,CHEVRON,TX,4/15/1967 18:00
North Hollywood,,FORMATION,CA,4/15/1967 22:00
Stamford,,CYLINDER,CT,4/21/1967 19:30
Gibson,,OVAL,NY,4/22/1967 21:00
Chattahoochee,,LIGHT,FL,4/25/1967 21:00
Enid,,DISK,OK,5/1/1967 12:00
Maryville,,CIGAR,TN,5/1/1967 21:00
Hallandale,,TRIANGLE,FL,5/5/1967 22:00
Fallon,,OVAL,NV,5/10/1967 11:00
Kent,,DISK,WA,5/15/1967 0:50
Gainesville,RED,TRIANGLE,FL,5/15/1967 19:30
Belvedere,,TEARDROP,CA,5/15/1967 20:00
Palm Wells,,FORMATION,CA,5/15/1967 20:00
Monroe,,LIGHT,LA,5/15/1967 23:00
El Paso,,LIGHT,TX,5/29/1967 21:00
Bangor,,,ME,6/1/1967 0:00
Bangor,,,ME,6/1/1967 0:00
Farmersville,,CIRCLE,OH,6/1/1967 0:00
Oxen Hill,,SPHERE,MD,6/1/1967 0:00
Shofield Barracks-Civilian,,VARIOUS,HI,6/1/1967 0:00
Edgemoor,,DISK,SC,6/1/1967 1:00
Fort Knox,,CYLINDER,KY,6/1/1967 6:00
St. Paul,,DISK,MN,6/1/1967 6:00
San Diego,,CIRCLE,CA,6/1/1967 12:00
El Cerrito,,OVAL,CA,6/1/1967 14:00
Red Oak,,LIGHT,IA,6/1/1967 16:00
Warrensburg on Highway 13,,OTHER,MO,6/1/1967 16:00
Cordova,,DISK,AL,6/1/1967 18:00
West Bend,,LIGHT,WI,6/1/1967 20:00
Myrtle Creek,,CIRCLE,OR,6/1/1967 20:30
Cincinnati,,CIGAR,OH,6/1/1967 21:00
Sumner,,FORMATION,WA,6/1/1967 21:00
Gerry,,DISK,NY,6/1/1967 22:00
Laddonia,,,MO,6/1/1967 22:00
Yucca Valley,,LIGHT,CA,6/1/1967 22:00
Hyde Park,,OTHER,PA,6/1/1967 23:00
Ventura,,CIGAR,CA,6/1/1967 23:00
Boise,,DISK,ID,6/1/1967 23:59
Decatur,,LIGHT,AL,6/4/1967 20:30
Tacoma,,OTHER,WA,6/5/1967 14:00
Cedar Rapids,,OVAL,IA,6/6/1967 12:00
El Paso,,LIGHT,TX,6/10/1967 19:00
Poteau,,LIGHT,OK,6/12/1967 22:00
Thomasville,BLUE,OTHER,GA,6/14/1967 15:30
DeSoto,,LIGHT,KS,6/15/1967 0:00
Kent,,DISK,WA,6/15/1967 0:30
Highway,,CIRCLE,AZ,6/15/1967 2:00
Detroit,,SPHERE,MI,6/15/1967 3:00
China Lake,,SPHERE,CA,6/15/1967 8:00
Edison,,OTHER,NJ,6/15/1967 12:00
Glens Falls,,TEARDROP,NY,6/15/1967 14:00
Oak Ridge,,SPHERE,TN,6/15/1967 19:30
Arbuckle,,TRIANGLE,CA,6/15/1967 20:00
Salt Lake City,,DISK,UT,6/15/1967 20:30
Savannah,ORANGE,CHEVRON,GA,6/15/1967 22:00
Baker,,DISK,OR,6/15/1967 23:00
Fairfield,,CIGAR,CA,6/20/1967 18:00
Boise,,LIGHT,ID,6/23/1967 22:30
none,,DISK,MI,6/25/1967 13:00
Glendale,,LIGHT,AZ,6/27/1967 23:00
Peoria,,DISK,IL,6/30/1967 0:00
Kansas city,,OTHER,KS,6/30/1967 1:00
Lander,,LIGHT,WY,6/30/1967 3:00
Oakwood,,CIRCLE,OH,6/30/1967 3:00
Goleta,,,CA,6/30/1967 9:00
Pine River,,LIGHT,MN,6/30/1967 13:00
Portmouth,,DISK,RI,6/30/1967 19:00
Reidsville,RED YELLOW,CIRCLE,NC,6/30/1967 20:00
Slidell,,CIRCLE,LA,6/30/1967 20:00
Lansing,,LIGHT,KS,6/30/1967 21:00
Schofield Barracks,,CIRCLE,HI,6/30/1967 21:00
Aiken,,OVAL,SC,6/30/1967 21:30
Ft. Lewis,,LIGHT,WA,6/30/1967 22:00
Glenview,,CIRCLE,IL,6/30/1967 22:00
New Market,,TRIANGLE,AL,6/30/1967 22:00
Maury Mountains,,FIREBALL,OR,7/1/1967 0:00
Chatfield,,,MN,7/1/1967 1:00
Corpus Christi,,OTHER,TX,7/1/1967 15:00
East Hanover,,CIGAR,NJ,7/1/1967 20:30
Colorado Springs,,TRIANGLE,CO,7/1/1967 22:30
Fort Smith,,TRIANGLE,AR,7/5/1967 20:45
Wyoming,,CIGAR,WY,7/12/1967 2:00
Marshfield,,DISK,WI,7/15/1967 2:00
Carmichaels,,CHEVRON,PA,7/15/1967 3:00
Boydstown,,DISK,PA,7/15/1967 19:00
Lakeville,,FORMATION,CT,7/15/1967 20:00
Sacramento,,LIGHT,CA,7/15/1967 21:45
Barboursville,,SPHERE,WV,7/16/1967 14:00
Crystal Beach,,DISK,TX,7/16/1967 20:45
West Lake,ORANGE,CIRCLE,ME,7/20/1967 9:00
West Palm Beach,,FIREBALL,FL,7/20/1967 20:00
Churchville,,DISK,NY,7/31/1967 18:15
Wadsworth,,OTHER,OH,7/31/1967 22:30
Marathon County,,DISK,WI,8/1/1967 15:30
Coxsackie,,CIRCLE,NY,8/1/1967 19:00
New York City,,DIAMOND,NY,8/1/1967 19:00
Roseburg,RED,SPHERE,OR,8/1/1967 19:00
Downey,,,CA,8/1/1967 20:00
Davis Park,,TRIANGLE,NY,8/1/1967 21:30
Sturgeon Bay,,CIGAR,WI,8/1/1967 21:30
Fort Smith,,CHEVRON,AR,8/5/1967 1:00
Fort Smith,,CHEVRON,AR,8/5/1967 21:00
Fort Smith,,TEARDROP,AR,8/5/1967 21:00
Middlesboro,,OVAL,KY,8/8/1967 10:00
Babylon,,CIRCLE,NY,8/8/1967 11:00
Alamosa,,LIGHT,CO,8/8/1967 16:00
Little Rock,,CIRCLE,AR,8/11/1967 19:00
Chicago,,TRIANGLE,IL,8/12/1967 19:45
Albuquerque,,CIGAR,NM,8/15/1967 14:00
Westford,,,MA,8/15/1967 20:00
Melbourne,,,FL,8/15/1967 20:30
Burien,,LIGHT,WA,8/15/1967 21:00
Sag Harbor,GREEN,SPHERE,NY,8/15/1967 21:30
Lee Vining,,DISK,CA,8/15/1967 22:00
Gula,,CIRCLE,AK,8/15/1967 23:00
Camden,,VARIOUS,NJ,8/16/1967 16:30
Edgartown,,SPHERE,MA,8/20/1967 3:30
Huron,,CIGAR,IN,8/20/1967 18:30
Azusa Canyon,,,CA,8/20/1967 21:00
Pittsburgh,,CIRCLE,PA,8/22/1967 20:00
Fort Lauderdale,,CIGAR,FL,8/24/1967 19:00
Princeton,,DISK,ID,8/25/1967 3:15
Playa del Rey,,OVAL,CA,8/25/1967 23:30
Fort Mitchell,,DISK,KY,8/29/1967 21:29
Lansing,,,KS,8/30/1967 21:00
Bentonia,,LIGHT,MS,9/1/1967 18:00
Winchester,,CIGAR,KY,9/1/1967 19:30
North Royalton,,DISK,OH,9/1/1967 23:00
Crestone,,FIREBALL,CO,9/3/1967 21:00
Corydon,,DISK,KY,9/5/1967 17:00
Beatrice,,DISK,NE,9/6/1967 18:00
Baltimore,,,MD,9/7/1967 17:00
Hermosa Beach,RED,CIGAR,CA,9/8/1967 15:00
Brownville,,CIRCLE,ME,9/10/1967 0:00
Portsmouth,,OTHER,OH,9/10/1967 21:30
Atlanta,,CIGAR,GA,9/10/1967 22:00
Caribou,,DISK,ME,9/15/1967 0:00
Cedar Point,,LIGHT,KS,9/15/1967 0:00
Chiloquin,,DISK,OR,9/15/1967 19:30
Schofield Barracks Military area,,CIRCLE,HI,9/15/1967 20:00
Santa Rosa,,CIRCLE,CA,9/15/1967 22:00
Woodland Hills,,TRIANGLE,CA,9/20/1967 21:00
Tipp City,BLUE,LIGHT,OH,9/20/1967 22:30
Albuquerque,,,NM,9/22/1967 22:30
Lone Rock,,OVAL,WI,9/30/1967 23:00
Chaffee,,SPHERE,NY,10/1/1967 2:00
Greenville,,CIRCLE,IL,10/1/1967 13:00
Minneapolis,,DISK,MN,10/1/1967 20:00
Syracuse,,DISK,NY,10/5/1967 4:00
Whippany,,DISK,NJ,10/6/1967 19:00
Lantana,,OTHER,FL,10/7/1967 22:00
Birmingham,,OVAL,AL,10/15/1967 18:00
Hampstead,,DISK,NC,10/15/1967 21:00
North Hollywood,,FIREBALL,CA,10/15/1967 21:00
Saugus,,LIGHT,CA,10/15/1967 23:00
Travis AFB,,,CA,10/15/1967 23:00
Cherokee Village,,CIRCLE,AR,10/17/1967 23:00
Old Greenwich,BLUE,DISK,CT,10/20/1967 18:00
Midland,,LIGHT,TX,10/31/1967 20:00
Ada,,CIRCLE,OK,10/31/1967 20:30
Tiburon,,TEARDROP,CA,11/2/1967 22:00
Fort Polk,,,LA,11/10/1967 6:00
Clearmont,,,MO,11/10/1967 19:00
Chicago,RED,DISK,IL,11/12/1967 21:30
Blaine,,,WA,11/15/1967 23:30
Silver Lake,RED,,OR,11/20/1967 21:00
Broadview Heights,,LIGHT,OH,12/6/1967 3:30
La Plata,,CIRCLE,MD,12/15/1967 19:30
Bithlo,,DISK,FL,12/30/1967 17:10
Burlington,,CIRCLE,NJ,1/1/1968 0:00
Lawndale,,CIRCLE,CA,1/1/1968 0:00
West Monroe,,LIGHT,LA,1/1/1968 21:00
Wheaton,RED,CIRCLE,MD,1/1/1968 23:00
Tucson,,DISK,AZ,1/8/1968 19:00
Jacksonville,,,FL,1/10/1968 23:00
American Falls,GREEN,DISK,ID,1/12/1968 22:00
Anjean,,OVAL,WV,1/15/1968 17:30
Gloucester,,DISK,NJ,1/20/1968 19:00
Carpinteria,,SPHERE,CA,1/29/1968 18:00
Dayton,,DISK,OH,1/30/1968 1:00
on plane wing,,DISK,NY,1/31/1968 5:00
Temple,RED,LIGHT,OK,2/15/1968 19:00
Ironwood,,SPHERE,MI,2/25/1968 22:00
New York City,,DISK,NY,3/1/1968 15:00
Alamosa,,SPHERE,CO,3/12/1968 11:00
Savannah,,CIRCLE,GA,4/1/1968 20:30
Gainesville,,CIGAR,GA,4/3/1968 14:50
Little Rock,,CYLINDER,AR,4/4/1968 10:00
Westland,,DISK,MI,4/5/1968 23:00
Columbia Station,,SPHERE,OH,4/7/1968 10:00
Walla Walla,,TRIANGLE,WA,4/8/1968 18:45
Scottsville,,DISK,KY,4/12/1968 21:00
Overton,,OVAL,NE,4/15/1968 2:00
Las Vegas,,SPHERE,NV,4/15/1968 18:30
Silver City,,CIRCLE,IA,4/15/1968 23:30
New Kensington,,CIRCLE,PA,4/19/1968 16:00
Redfield,,CONE,IA,5/1/1968 13:00
Franconia Notch,,CIRCLE,NH,5/1/1968 14:00
Valparaiso,,,IN,5/12/1968 9:00
Valparaiso,,,IN,5/12/1968 9:00
Omaha,,DISK,NE,5/12/1968 21:00
St. Louis,,OVAL,MO,5/15/1968 18:00
Stevens Point,,SPHERE,WI,5/15/1968 19:50
Jones,,OVAL,MI,5/15/1968 20:30
Provo,YELLOW,SPHERE,UT,5/15/1968 21:00
Towaco,,CIRCLE,NJ,5/20/1968 19:00
Morehead,,LIGHT,KY,5/25/1968 20:00
Delta,RED,SPHERE,CO,5/25/1968 21:30
Binghamton,,DISK,NY,6/1/1968 0:00
Clovis,,CIGAR,CA,6/1/1968 0:00
Sanford,,FIREBALL,FL,6/1/1968 0:00
